Date,Symbol,Close
2024-04-15,AOS,85.1500015258789
2024-04-16,AOS,85.4000015258789
2024-04-17,AOS,86.45999908447266
2024-04-18,AOS,86.69000244140625
2024-04-19,AOS,86.06999969482422
2024-04-22,AOS,86.9000015258789
2024-04-23,AOS,87.91999816894531
2024-04-24,AOS,87.0
2024-04-25,AOS,82.81999969482422
2024-04-26,AOS,83.20999908447266
2024-04-29,AOS,84.30999755859375
2024-04-30,AOS,82.83999633789062
2024-05-01,AOS,82.79000091552734
2024-05-02,AOS,83.55000305175781
2024-05-03,AOS,84.30999755859375
2024-05-06,AOS,85.1500015258789
2024-05-07,AOS,85.22000122070312
2024-05-08,AOS,85.58000183105469
2024-05-09,AOS,86.38999938964844
2024-05-10,AOS,86.37999725341797
2024-05-13,AOS,86.05999755859375
2024-05-14,AOS,86.4000015258789
2024-05-15,AOS,86.7699966430664
2024-05-16,AOS,85.36000061035156
2024-05-17,AOS,85.68000030517578
2024-05-20,AOS,85.80999755859375
2024-05-21,AOS,85.73999786376953
2024-05-22,AOS,85.06999969482422
2024-05-23,AOS,84.06999969482422
2024-05-24,AOS,84.77999877929688
2024-05-28,AOS,82.54000091552734
2024-05-29,AOS,81.11000061035156
2024-05-30,AOS,82.05999755859375
2024-05-31,AOS,83.63999938964844
2024-06-03,AOS,82.19999694824219
2024-06-04,AOS,81.25
2024-06-05,AOS,82.08000183105469
2024-06-06,AOS,80.87999725341797
2024-06-07,AOS,81.08000183105469
2024-06-10,AOS,81.4800033569336
2024-06-11,AOS,81.58999633789062
2024-06-12,AOS,83.58999633789062
2024-06-13,AOS,83.66999816894531
2024-06-14,AOS,82.45999908447266
2024-06-17,AOS,83.68000030517578
2024-06-18,AOS,84.22000122070312
2024-06-20,AOS,83.91999816894531
2024-06-21,AOS,84.13999938964844
2024-06-24,AOS,84.43000030517578
2024-06-25,AOS,82.93000030517578
2024-06-26,AOS,82.37999725341797
2024-06-27,AOS,82.0199966430664
2024-06-28,AOS,81.77999877929688
2024-07-01,AOS,80.18000030517578
2024-07-02,AOS,80.88999938964844
2024-07-03,AOS,81.04000091552734
2024-07-05,AOS,80.4800033569336
2024-07-08,AOS,81.05999755859375
2024-07-09,AOS,80.7300033569336
2024-04-10,ABT,111.16999816894531
2024-04-11,ABT,111.44999694824219
2024-04-12,ABT,109.11000061035156
2024-04-15,ABT,108.88999938964844
2024-04-16,ABT,109.20999908447266
2024-04-17,ABT,105.9000015258789
2024-04-18,ABT,105.2699966430664
2024-04-19,ABT,107.27999877929688
2024-04-22,ABT,107.06999969482422
2024-04-23,ABT,107.58999633789062
2024-04-24,ABT,106.88999938964844
2024-04-25,ABT,106.86000061035156
2024-04-26,ABT,107.52999877929688
2024-04-29,ABT,107.2699966430664
2024-04-30,ABT,105.97000122070312
2024-05-01,ABT,106.29000091552734
2024-05-02,ABT,105.91999816894531
2024-05-03,ABT,105.9000015258789
2024-05-06,ABT,105.63999938964844
2024-05-07,ABT,106.16999816894531
2024-05-08,ABT,104.94000244140625
2024-05-09,ABT,104.66999816894531
2024-05-10,ABT,104.73999786376953
2024-05-13,ABT,104.7699966430664
2024-05-14,ABT,104.01000213623047
2024-05-15,ABT,104.58999633789062
2024-05-16,ABT,104.87000274658203
2024-05-17,ABT,104.08999633789062
2024-05-20,ABT,103.20999908447266
2024-05-21,ABT,102.95999908447266
2024-05-22,ABT,104.81999969482422
2024-05-23,ABT,104.2300033569336
2024-05-24,ABT,103.94999694824219
2024-05-28,ABT,101.94999694824219
2024-05-29,ABT,100.7300033569336
2024-05-30,ABT,101.73999786376953
2024-05-31,ABT,102.19000244140625
2024-06-03,ABT,102.87000274658203
2024-06-04,ABT,103.43000030517578
2024-06-05,ABT,103.2300033569336
2024-06-06,ABT,104.2699966430664
2024-06-07,ABT,107.58000183105469
2024-06-10,ABT,107.48999786376953
2024-06-11,ABT,105.80999755859375
2024-06-12,ABT,104.37999725341797
2024-06-13,ABT,103.44999694824219
2024-06-14,ABT,103.68000030517578
2024-06-17,ABT,103.44999694824219
2024-06-18,ABT,103.98999786376953
2024-06-20,ABT,106.56999969482422
2024-06-21,ABT,105.72000122070312
2024-06-24,ABT,105.30000305175781
2024-06-25,ABT,105.48999786376953
2024-06-26,ABT,104.87999725341797
2024-06-27,ABT,104.6500015258789
2024-06-28,ABT,103.91000366210938
2024-07-01,ABT,103.19999694824219
2024-07-02,ABT,103.19999694824219
2024-07-03,ABT,102.33000183105469
2024-07-05,ABT,104.0199966430664
2024-07-08,ABT,102.12000274658203
2024-07-09,ABT,101.63999938964844
2024-04-10,ABBV,169.02999877929688
2024-04-11,ABBV,167.52000427246094
2024-04-12,ABBV,162.27999877929688
2024-04-15,ABBV,161.6699981689453
2024-04-16,ABBV,162.5399932861328
2024-04-17,ABBV,164.25
2024-04-18,ABBV,164.66000366210938
2024-04-19,ABBV,166.41000366210938
2024-04-22,ABBV,167.88999938964844
2024-04-23,ABBV,169.5399932861328
2024-04-24,ABBV,167.8000030517578
2024-04-25,ABBV,167.2899932861328
2024-04-26,ABBV,159.6199951171875
2024-04-29,ABBV,161.52000427246094
2024-04-30,ABBV,162.63999938964844
2024-05-01,ABBV,161.72000122070312
2024-05-02,ABBV,160.80999755859375
2024-05-03,ABBV,163.7899932861328
2024-05-06,ABBV,162.72999572753906
2024-05-07,ABBV,162.5500030517578
2024-05-08,ABBV,160.4499969482422
2024-05-09,ABBV,160.39999389648438
2024-05-10,ABBV,160.75
2024-05-13,ABBV,161.27999877929688
2024-05-14,ABBV,161.58999633789062
2024-05-15,ABBV,163.7899932861328
2024-05-16,ABBV,164.35000610351562
2024-05-17,ABBV,166.4199981689453
2024-05-20,ABBV,164.55999755859375
2024-05-21,ABBV,162.92999267578125
2024-05-22,ABBV,159.61000061035156
2024-05-23,ABBV,158.25999450683594
2024-05-24,ABBV,157.05999755859375
2024-05-28,ABBV,155.33999633789062
2024-05-29,ABBV,154.7899932861328
2024-05-30,ABBV,156.30999755859375
2024-05-31,ABBV,161.24000549316406
2024-06-03,ABBV,160.19000244140625
2024-06-04,ABBV,162.13999938964844
2024-06-05,ABBV,165.44000244140625
2024-06-06,ABBV,168.57000732421875
2024-06-07,ABBV,169.4199981689453
2024-06-10,ABBV,170.4600067138672
2024-06-11,ABBV,167.6999969482422
2024-06-12,ABBV,166.08999633789062
2024-06-13,ABBV,166.55999755859375
2024-06-14,ABBV,168.58999633789062
2024-06-17,ABBV,169.67999267578125
2024-06-18,ABBV,171.36000061035156
2024-06-20,ABBV,172.1300048828125
2024-06-21,ABBV,170.38999938964844
2024-06-24,ABBV,172.74000549316406
2024-06-25,ABBV,170.75
2024-06-26,ABBV,171.14999389648438
2024-06-27,ABBV,168.99000549316406
2024-06-28,ABBV,171.52000427246094
2024-07-01,ABBV,170.3699951171875
2024-07-02,ABBV,165.9600067138672
2024-07-03,ABBV,163.83999633789062
2024-07-05,ABBV,167.25
2024-07-08,ABBV,166.52000427246094
2024-07-09,ABBV,168.0500030517578
2024-04-10,ACN,324.3999938964844
2024-04-11,ACN,325.19000244140625
2024-04-12,ACN,315.3999938964844
2024-04-15,ACN,313.2699890136719
2024-04-16,ACN,313.94000244140625
2024-04-17,ACN,314.5400085449219
2024-04-18,ACN,316.0
2024-04-19,ACN,316.8800048828125
2024-04-22,ACN,317.4200134277344
2024-04-23,ACN,316.8299865722656
2024-04-24,ACN,313.5400085449219
2024-04-25,ACN,309.0
2024-04-26,ACN,308.010009765625
2024-04-29,ACN,303.1600036621094
2024-04-30,ACN,300.9100036621094
2024-05-01,ACN,298.6600036621094
2024-05-02,ACN,300.3399963378906
2024-05-03,ACN,303.7099914550781
2024-05-06,ACN,306.05999755859375
2024-05-07,ACN,310.6600036621094
2024-05-08,ACN,311.989990234375
2024-05-09,ACN,306.6099853515625
2024-05-10,ACN,306.3299865722656
2024-05-13,ACN,307.4100036621094
2024-05-14,ACN,306.95001220703125
2024-05-15,ACN,308.5199890136719
2024-05-16,ACN,308.0
2024-05-17,ACN,303.5899963378906
2024-05-20,ACN,305.70001220703125
2024-05-21,ACN,303.6400146484375
2024-05-22,ACN,307.1099853515625
2024-05-23,ACN,305.92999267578125
2024-05-24,ACN,300.989990234375
2024-05-28,ACN,297.7300109863281
2024-05-29,ACN,293.7699890136719
2024-05-30,ACN,284.79998779296875
2024-05-31,ACN,282.2900085449219
2024-06-03,ACN,281.760009765625
2024-06-04,ACN,288.05999755859375
2024-06-05,ACN,291.0199890136719
2024-06-06,ACN,291.739990234375
2024-06-07,ACN,288.3999938964844
2024-06-10,ACN,290.42999267578125
2024-06-11,ACN,294.2200012207031
2024-06-12,ACN,285.7300109863281
2024-06-13,ACN,282.32000732421875
2024-06-14,ACN,286.7099914550781
2024-06-17,ACN,285.5299987792969
2024-06-18,ACN,285.3500061035156
2024-06-20,ACN,306.1600036621094
2024-06-21,ACN,308.9800109863281
2024-06-24,ACN,307.2099914550781
2024-06-25,ACN,307.1700134277344
2024-06-26,ACN,304.6199951171875
2024-06-27,ACN,303.19000244140625
2024-06-28,ACN,303.4100036621094
2024-07-01,ACN,302.54998779296875
2024-07-02,ACN,303.8299865722656
2024-07-03,ACN,305.75
2024-07-05,ACN,299.1400146484375
2024-07-08,ACN,299.4700012207031
2024-07-09,ACN,298.05999755859375
2024-04-10,ADM,63.88999938964844
2024-04-11,ADM,62.56999969482422
2024-04-12,ADM,60.970001220703125
2024-04-15,ADM,60.52000045776367
2024-04-16,ADM,60.27000045776367
2024-04-17,ADM,60.41999816894531
2024-04-18,ADM,61.720001220703125
2024-04-19,ADM,62.599998474121094
2024-04-22,ADM,62.5
2024-04-23,ADM,61.790000915527344
2024-04-24,ADM,61.560001373291016
2024-04-25,ADM,61.0
2024-04-26,ADM,60.099998474121094
2024-04-29,ADM,60.689998626708984
2024-04-30,ADM,58.65999984741211
2024-05-01,ADM,58.369998931884766
2024-05-02,ADM,59.349998474121094
2024-05-03,ADM,59.16999816894531
2024-05-06,ADM,60.189998626708984
2024-05-07,ADM,61.59000015258789
2024-05-08,ADM,62.029998779296875
2024-05-09,ADM,62.439998626708984
2024-05-10,ADM,62.97999954223633
2024-05-13,ADM,62.630001068115234
2024-05-14,ADM,61.66999816894531
2024-05-15,ADM,60.08000183105469
2024-05-16,ADM,61.59000015258789
2024-05-17,ADM,61.619998931884766
2024-05-20,ADM,60.869998931884766
2024-05-21,ADM,61.27000045776367
2024-05-22,ADM,61.900001525878906
2024-05-23,ADM,60.720001220703125
2024-05-24,ADM,60.4900016784668
2024-05-28,ADM,60.88999938964844
2024-05-29,ADM,60.029998779296875
2024-05-30,ADM,60.13999938964844
2024-05-31,ADM,62.439998626708984
2024-06-03,ADM,61.9900016784668
2024-06-04,ADM,61.81999969482422
2024-06-05,ADM,61.06999969482422
2024-06-06,ADM,61.16999816894531
2024-06-07,ADM,61.27000045776367
2024-06-10,ADM,61.95000076293945
2024-06-11,ADM,61.4900016784668
2024-06-12,ADM,60.470001220703125
2024-06-13,ADM,60.72999954223633
2024-06-14,ADM,59.5
2024-06-17,ADM,60.15999984741211
2024-06-18,ADM,59.90999984741211
2024-06-20,ADM,61.0099983215332
2024-06-21,ADM,61.349998474121094
2024-06-24,ADM,62.130001068115234
2024-06-25,ADM,60.650001525878906
2024-06-26,ADM,60.66999816894531
2024-06-27,ADM,60.61000061035156
2024-06-28,ADM,60.45000076293945
2024-07-01,ADM,60.63999938964844
2024-07-02,ADM,62.130001068115234
2024-07-03,ADM,62.689998626708984
2024-07-05,ADM,61.36000061035156
2024-07-08,ADM,63.380001068115234
2024-07-09,ADM,63.130001068115234
2024-04-10,ADBE,487.2200012207031
2024-04-11,ADBE,484.2799987792969
2024-04-12,ADBE,474.0899963378906
2024-04-15,ADBE,470.1000061035156
2024-04-16,ADBE,476.2200012207031
2024-04-17,ADBE,474.45001220703125
2024-04-18,ADBE,473.17999267578125
2024-04-19,ADBE,465.0199890136719
2024-04-22,ADBE,466.8900146484375
2024-04-23,ADBE,472.8999938964844
2024-04-24,ADBE,477.1199951171875
2024-04-25,ADBE,473.44000244140625
2024-04-26,ADBE,477.55999755859375
2024-04-29,ADBE,473.07000732421875
2024-04-30,ADBE,462.8299865722656
2024-05-01,ADBE,469.3900146484375
2024-05-02,ADBE,476.57000732421875
2024-05-03,ADBE,486.17999267578125
2024-05-06,ADBE,493.5899963378906
2024-05-07,ADBE,492.2699890136719
2024-05-08,ADBE,488.1000061035156
2024-05-09,ADBE,482.6499938964844
2024-05-10,ADBE,482.2900085449219
2024-05-13,ADBE,483.1099853515625
2024-05-14,ADBE,475.95001220703125
2024-05-15,ADBE,485.3500061035156
2024-05-16,ADBE,482.8800048828125
2024-05-17,ADBE,483.42999267578125
2024-05-20,ADBE,484.69000244140625
2024-05-21,ADBE,481.8500061035156
2024-05-22,ADBE,483.92999267578125
2024-05-23,ADBE,483.30999755859375
2024-05-24,ADBE,475.42999267578125
2024-05-28,ADBE,478.42999267578125
2024-05-29,ADBE,477.6000061035156
2024-05-30,ADBE,445.8699951171875
2024-05-31,ADBE,444.760009765625
2024-06-03,ADBE,439.0199890136719
2024-06-04,ADBE,448.3699951171875
2024-06-05,ADBE,455.79998779296875
2024-06-06,ADBE,458.1300048828125
2024-06-07,ADBE,465.42999267578125
2024-06-10,ADBE,459.94000244140625
2024-06-11,ADBE,462.69000244140625
2024-06-12,ADBE,459.8699951171875
2024-06-13,ADBE,458.739990234375
2024-06-14,ADBE,525.3099975585938
2024-06-17,ADBE,518.739990234375
2024-06-18,ADBE,522.25
2024-06-20,ADBE,522.9500122070312
2024-06-21,ADBE,533.4400024414062
2024-06-24,ADBE,524.1699829101562
2024-06-25,ADBE,526.8800048828125
2024-06-26,ADBE,528.6599731445312
2024-06-27,ADBE,546.760009765625
2024-06-28,ADBE,555.5399780273438
2024-07-01,ADBE,560.010009765625
2024-07-02,ADBE,567.7100219726562
2024-07-03,ADBE,570.1500244140625
2024-07-05,ADBE,578.3400268554688
2024-07-08,ADBE,575.4000244140625
2024-07-09,ADBE,566.02001953125
2024-04-10,ADP,245.7899932861328
2024-04-11,ADP,244.4199981689453
2024-04-12,ADP,243.85000610351562
2024-04-15,ADP,244.0800018310547
2024-04-16,ADP,244.2100067138672
2024-04-17,ADP,242.89999389648438
2024-04-18,ADP,241.99000549316406
2024-04-19,ADP,243.30999755859375
2024-04-22,ADP,246.30999755859375
2024-04-23,ADP,246.83999633789062
2024-04-24,ADP,246.61000061035156
2024-04-25,ADP,246.33999633789062
2024-04-26,ADP,243.07000732421875
2024-04-29,ADP,243.9499969482422
2024-04-30,ADP,241.88999938964844
2024-05-01,ADP,247.3300018310547
2024-05-02,ADP,242.02999877929688
2024-05-03,ADP,241.88999938964844
2024-05-06,ADP,242.74000549316406
2024-05-07,ADP,245.1199951171875
2024-05-08,ADP,242.94000244140625
2024-05-09,ADP,245.14999389648438
2024-05-10,ADP,246.86000061035156
2024-05-13,ADP,247.8000030517578
2024-05-14,ADP,245.5
2024-05-15,ADP,246.6199951171875
2024-05-16,ADP,250.05999755859375
2024-05-17,ADP,252.3300018310547
2024-05-20,ADP,251.77999877929688
2024-05-21,ADP,252.13999938964844
2024-05-22,ADP,254.02000427246094
2024-05-23,ADP,251.49000549316406
2024-05-24,ADP,248.89999389648438
2024-05-28,ADP,243.3000030517578
2024-05-29,ADP,240.08999633789062
2024-05-30,ADP,240.91000366210938
2024-05-31,ADP,244.9199981689453
2024-06-03,ADP,244.02000427246094
2024-06-04,ADP,245.6699981689453
2024-06-05,ADP,245.77999877929688
2024-06-06,ADP,247.97000122070312
2024-06-07,ADP,252.32000732421875
2024-06-10,ADP,246.8699951171875
2024-06-11,ADP,246.5800018310547
2024-06-12,ADP,246.1300048828125
2024-06-13,ADP,244.27000427246094
2024-06-14,ADP,242.6199951171875
2024-06-17,ADP,244.9600067138672
2024-06-18,ADP,244.41000366210938
2024-06-20,ADP,246.05999755859375
2024-06-21,ADP,247.97000122070312
2024-06-24,ADP,249.1999969482422
2024-06-25,ADP,248.39999389648438
2024-06-26,ADP,238.02000427246094
2024-06-27,ADP,237.3000030517578
2024-06-28,ADP,238.69000244140625
2024-07-01,ADP,235.6699981689453
2024-07-02,ADP,236.6300048828125
2024-07-03,ADP,236.91000366210938
2024-07-05,ADP,235.55999755859375
2024-07-08,ADP,233.44000244140625
2024-07-09,ADP,234.7100067138672
2024-04-10,AAP,77.94999694824219
2024-04-11,AAP,74.3499984741211
2024-04-12,AAP,70.5
2024-04-15,AAP,70.08000183105469
2024-04-16,AAP,71.61000061035156
2024-04-17,AAP,74.05000305175781
2024-04-18,AAP,77.19999694824219
2024-04-19,AAP,78.69000244140625
2024-04-22,AAP,77.22000122070312
2024-04-23,AAP,78.0
2024-04-24,AAP,76.52999877929688
2024-04-25,AAP,74.70999908447266
2024-04-26,AAP,75.13999938964844
2024-04-29,AAP,75.41999816894531
2024-04-30,AAP,72.9800033569336
2024-05-01,AAP,73.02999877929688
2024-05-02,AAP,74.91999816894531
2024-05-03,AAP,76.30999755859375
2024-05-06,AAP,73.86000061035156
2024-05-07,AAP,74.51000213623047
2024-05-08,AAP,74.77999877929688
2024-05-09,AAP,75.63999938964844
2024-05-10,AAP,75.02999877929688
2024-05-13,AAP,75.30000305175781
2024-05-14,AAP,75.63999938964844
2024-05-15,AAP,75.86000061035156
2024-05-16,AAP,73.94999694824219
2024-05-17,AAP,74.55000305175781
2024-05-20,AAP,72.6500015258789
2024-05-21,AAP,70.72000122070312
2024-05-22,AAP,70.23999786376953
2024-05-23,AAP,69.41999816894531
2024-05-24,AAP,69.56999969482422
2024-05-28,AAP,70.18000030517578
2024-05-29,AAP,62.47999954223633
2024-05-30,AAP,66.95999908447266
2024-05-31,AAP,70.63999938964844
2024-06-03,AAP,67.41999816894531
2024-06-04,AAP,65.20999908447266
2024-06-05,AAP,65.2699966430664
2024-06-06,AAP,64.55999755859375
2024-06-07,AAP,64.58000183105469
2024-06-10,AAP,63.189998626708984
2024-06-11,AAP,63.7400016784668
2024-06-12,AAP,64.93000030517578
2024-06-13,AAP,63.93000030517578
2024-06-14,AAP,63.41999816894531
2024-06-17,AAP,64.16999816894531
2024-06-18,AAP,64.27999877929688
2024-06-20,AAP,66.13999938964844
2024-06-21,AAP,65.76000213623047
2024-06-24,AAP,65.30000305175781
2024-06-25,AAP,63.689998626708984
2024-06-26,AAP,61.790000915527344
2024-06-27,AAP,62.70000076293945
2024-06-28,AAP,63.33000183105469
2024-07-01,AAP,59.709999084472656
2024-07-02,AAP,60.599998474121094
2024-07-03,AAP,59.86000061035156
2024-07-05,AAP,58.720001220703125
2024-07-08,AAP,59.29999923706055
2024-07-09,AAP,57.90999984741211
2024-04-10,AES,17.68000030517578
2024-04-11,AES,17.81999969482422
2024-04-12,AES,16.850000381469727
2024-04-15,AES,16.15999984741211
2024-04-16,AES,15.90999984741211
2024-04-17,AES,16.139999389648438
2024-04-18,AES,16.270000457763672
2024-04-19,AES,16.399999618530273
2024-04-22,AES,16.700000762939453
2024-04-23,AES,17.1299991607666
2024-04-24,AES,17.3700008392334
2024-04-25,AES,17.1299991607666
2024-04-26,AES,17.209999084472656
2024-04-29,AES,17.860000610351562
2024-04-30,AES,17.899999618530273
2024-05-01,AES,18.170000076293945
2024-05-02,AES,18.93000030517578
2024-05-03,AES,18.670000076293945
2024-05-06,AES,18.8799991607666
2024-05-07,AES,18.84000015258789
2024-05-08,AES,19.3700008392334
2024-05-09,AES,19.989999771118164
2024-05-10,AES,19.940000534057617
2024-05-13,AES,19.959999084472656
2024-05-14,AES,20.31999969482422
2024-05-15,AES,21.1299991607666
2024-05-16,AES,21.209999084472656
2024-05-17,AES,21.280000686645508
2024-05-20,AES,21.280000686645508
2024-05-21,AES,21.040000915527344
2024-05-22,AES,20.93000030517578
2024-05-23,AES,20.559999465942383
2024-05-24,AES,20.90999984741211
2024-05-28,AES,21.1299991607666
2024-05-29,AES,21.06999969482422
2024-05-30,AES,21.770000457763672
2024-05-31,AES,21.59000015258789
2024-06-03,AES,20.760000228881836
2024-06-04,AES,20.489999771118164
2024-06-05,AES,20.860000610351562
2024-06-06,AES,20.360000610351562
2024-06-07,AES,19.8700008392334
2024-06-10,AES,20.3799991607666
2024-06-11,AES,19.829999923706055
2024-06-12,AES,19.65999984741211
2024-06-13,AES,19.600000381469727
2024-06-14,AES,19.34000015258789
2024-06-17,AES,18.84000015258789
2024-06-18,AES,18.959999084472656
2024-06-20,AES,18.860000610351562
2024-06-21,AES,18.469999313354492
2024-06-24,AES,18.989999771118164
2024-06-25,AES,18.899999618530273
2024-06-26,AES,18.90999984741211
2024-06-27,AES,19.09000015258789
2024-06-28,AES,17.56999969482422
2024-07-01,AES,17.440000534057617
2024-07-02,AES,17.530000686645508
2024-07-03,AES,17.889999389648438
2024-07-05,AES,17.709999084472656
2024-07-08,AES,17.850000381469727
2024-07-09,AES,17.68000030517578
2024-04-10,AFL,82.91999816894531
2024-04-11,AFL,79.63999938964844
2024-04-12,AFL,80.27999877929688
2024-04-15,AFL,80.2699966430664
2024-04-16,AFL,80.43000030517578
2024-04-17,AFL,80.26000213623047
2024-04-18,AFL,80.9800033569336
2024-04-19,AFL,83.2300033569336
2024-04-22,AFL,83.5199966430664
2024-04-23,AFL,83.75
2024-04-24,AFL,84.27999877929688
2024-04-25,AFL,83.7300033569336
2024-04-26,AFL,83.61000061035156
2024-04-29,AFL,84.54000091552734
2024-04-30,AFL,83.6500015258789
2024-05-01,AFL,84.56999969482422
2024-05-02,AFL,84.04000091552734
2024-05-03,AFL,83.20999908447266
2024-05-06,AFL,84.7300033569336
2024-05-07,AFL,84.68000030517578
2024-05-08,AFL,84.83000183105469
2024-05-09,AFL,85.37999725341797
2024-05-10,AFL,86.08000183105469
2024-05-13,AFL,85.87000274658203
2024-05-14,AFL,86.30000305175781
2024-05-15,AFL,87.4800033569336
2024-05-16,AFL,87.13999938964844
2024-05-17,AFL,88.37000274658203
2024-05-20,AFL,87.69000244140625
2024-05-21,AFL,87.58999633789062
2024-05-22,AFL,87.66000366210938
2024-05-23,AFL,86.77999877929688
2024-05-24,AFL,87.69000244140625
2024-05-28,AFL,87.26000213623047
2024-05-29,AFL,87.18000030517578
2024-05-30,AFL,87.9800033569336
2024-05-31,AFL,89.87000274658203
2024-06-03,AFL,88.91000366210938
2024-06-04,AFL,88.04000091552734
2024-06-05,AFL,88.37999725341797
2024-06-06,AFL,88.3499984741211
2024-06-07,AFL,88.79000091552734
2024-06-10,AFL,88.4000015258789
2024-06-11,AFL,87.56999969482422
2024-06-12,AFL,88.19000244140625
2024-06-13,AFL,87.30999755859375
2024-06-14,AFL,87.04000091552734
2024-06-17,AFL,87.95999908447266
2024-06-18,AFL,88.98999786376953
2024-06-20,AFL,89.76000213623047
2024-06-21,AFL,89.66999816894531
2024-06-24,AFL,90.43000030517578
2024-06-25,AFL,90.01000213623047
2024-06-26,AFL,89.22000122070312
2024-06-27,AFL,89.16000366210938
2024-06-28,AFL,89.30999755859375
2024-07-01,AFL,89.05999755859375
2024-07-02,AFL,89.43000030517578
2024-07-03,AFL,89.08999633789062
2024-07-05,AFL,89.05000305175781
2024-07-08,AFL,88.5199966430664
2024-07-09,AFL,88.93000030517578
2024-04-10,A,144.16000366210938
2024-04-11,A,145.0
2024-04-12,A,140.72999572753906
2024-04-15,A,140.22000122070312
2024-04-16,A,136.8000030517578
2024-04-17,A,134.5500030517578
2024-04-18,A,132.44000244140625
2024-04-19,A,132.72999572753906
2024-04-22,A,133.91000366210938
2024-04-23,A,139.1999969482422
2024-04-24,A,137.49000549316406
2024-04-25,A,136.3699951171875
2024-04-26,A,137.74000549316406
2024-04-29,A,139.58999633789062
2024-04-30,A,137.0399932861328
2024-05-01,A,138.69000244140625
2024-05-02,A,137.52000427246094
2024-05-03,A,139.4499969482422
2024-05-06,A,140.61000061035156
2024-05-07,A,141.27000427246094
2024-05-08,A,142.8000030517578
2024-05-09,A,145.13999938964844
2024-05-10,A,149.75999450683594
2024-05-13,A,147.75999450683594
2024-05-14,A,151.27999877929688
2024-05-15,A,154.0800018310547
2024-05-16,A,154.30999755859375
2024-05-17,A,154.22999572753906
2024-05-20,A,154.63999938964844
2024-05-21,A,153.6699981689453
2024-05-22,A,152.8699951171875
2024-05-23,A,150.5500030517578
2024-05-24,A,150.66000366210938
2024-05-28,A,148.2100067138672
2024-05-29,A,145.47999572753906
2024-05-30,A,131.4199981689453
2024-05-31,A,130.41000366210938
2024-06-03,A,131.39999389648438
2024-06-04,A,130.85000610351562
2024-06-05,A,133.55999755859375
2024-06-06,A,132.82000732421875
2024-06-07,A,132.97999572753906
2024-06-10,A,133.02999877929688
2024-06-11,A,132.11000061035156
2024-06-12,A,133.16000366210938
2024-06-13,A,130.57000732421875
2024-06-14,A,129.85000610351562
2024-06-17,A,131.8300018310547
2024-06-18,A,134.89999389648438
2024-06-20,A,132.72999572753906
2024-06-21,A,133.25
2024-06-24,A,135.0800018310547
2024-06-25,A,134.69000244140625
2024-06-26,A,133.08999633789062
2024-06-27,A,130.8000030517578
2024-06-28,A,129.6300048828125
2024-07-01,A,127.4000015258789
2024-07-02,A,125.77999877929688
2024-07-03,A,126.12999725341797
2024-07-05,A,126.37000274658203
2024-07-08,A,126.06999969482422
2024-07-09,A,125.41999816894531
